,,,,,,,,,,,,,,,
,9.14,"Is there any obstructed object to access route to survival craft?  
탈출로에 장애물 존재 유무",,,,,,,4,,,,,,
,9.15,"Is fire fighting drill carried out with satisfaction in accordance with the regulation? (checkpoint : the founder's reporting, initial fire extinguishing(small fire only), communication between fire location and bridge(control station), confirmation procedure for fireman's outfit(name, pressure for air bottle, the time of wearing(5min.), duty of the rescue team and the way of carrying the casualty, commander's ability, etc)  
소화 훈련 실시",,,,,,,6,,,,,,
,9.16,"Is the abandon ship drill carried out with satisfaction in accordance with the regulation? (checkpoint : launch of lifeboat within a required time period(2 crews in less than 5 min), personal belongings for each crew, familiarization of the assigned duty for each crew, etc)  
퇴선 훈련 실시",,,,,,,6,,,,,,
,9.17,"Is the enclosed space entry drill carried out with satisfaction in accordance with the regulation? (checkpoint : installation rescue equipment such as rescue tripod, harness, light and ventilator, BA cylinder check, personal belongings for each crew, familiarization of the assigned duty for each crew, etc)  밀폐구역 진입 및 구조 훈련 실시",,,,,,,6,,,,,,
,10 Main Deck,,,,,,,,,,,,,,
,10.1,"Are hull markings clear and legible? (Draft, Plimsoll, Load lien, etc) 
선체 마킹 상태 (Draft, Plimsoll, Load line 등)",,,,,,,6,,,,,,
,10.2,"Is relevant equipment for lifesaving in good condition? (life ring, self-igniting light, marking, hanger, bracket, reflection tape, etc.)  
구명 설비 상태 (구명부환, 자기점화등, 마킹, bracket, 역반사테이프 등)",,,,,,,6,,,,,,
,10.3,"Is relevant equipment for fire fighting in good condition? (Fire box, fire hose/hydrant leakage, nozzle, safety plan storage box, etc.)  
소화 설비 상태 (소화박스, 소화호스/소화전 누수, 노즐, 화재제어도 박스 등)",,,,,,,9,,,,,,
,10.4,"Are the fire main lines and hydrant free of leakage and in a good condition? (check leakage, corrosion, hole, valve moving)  
소화 주관 상태 (누수, 부식, 파공, valve 고착)",,,,,,,12,,,,,,
,10.5,"Condition of deck F.W, Air pipe line, etc. (leakage, corrosion, 
V/V condition, etc.) 
갑판 청수, 에어 등 파이프 상태 (누수, 부식, 밸브 상태 등)",,,,,,,6,,,,,,
,10.6,"Condition of Hatch coaming (corrosion, damage, etc.) 
해치코밍 상태(부식, 손상여부 등)",,,,,,,12,,,,,,
,10.7,"Condition of F.O. & Ballast tank air vent. (floating ball, rubber packing, coaming corrosion/hole, coaming plug)  
F.O, 발라스트 탱크 Air vent 및 Head 상태 (floating ball, rubbuer packing, coaming 부식 및 파공, coaming plug)",,,,,,,16,,,,,,
,10.8,"Are ventilators in a good condition? (closing device moving/corrosion, 
vent pipe, cover, marking, etc.)  
통풍설비 상태 (closing device 고착/부식, vent pipe, cover, 마킹 등)",,,,,,,12,,,,,,
,10.9,"Are there any defects on the Pilot ladder? (Step, Rope, stanchions, 
wheel shaft, bracket, securing device, nameplate, marking, etc.)  
파일럿 래더 상태 (스탭, 로프, 스탠션, wheel shaft, braket, 명판, 고박장치,
마킹 등)",,,,,,,9,,,,,,
,10.10,"Are the connection parts between the pilot ladder & platform in good condition without corrosion?  
파일럿 래더와 플랫폼 연결부위 상태",,,,,,,6,,,,,,
,10.11,"Are wires without corrosion and sufficiently greased?  
Wire Rope 관리 상태(부식, grease도포)",,,,,,,8,,,,,,
,10.12,"Are safety symbols and marking clear and legible? (IMO symbol, Safety placard, S.W.L, etc)  
안전 심볼 및 각종 마킹 상태(IMO심볼, 안전표지, S.W.L 등)",,,,,,,4,,,,,,
,10.13,"Are safety and health signs clear and legible? (e.g., Falling hazard, Wearing PPE and etc)  
안전 보건 표지 게시 상태 (예: 추락주의, 개인보호장구 착용 등)",,,,,,,4,,,,,,
,10.14,"Marking condition of muster station.(paint condition, size, rank, etc)  
Muster station 마킹 상태(도장상태, 규격, 직책 등)",,,,,,,6,,,,,,
,10.15,"Are emergency lights operable? (check light condition, embarkation station, L/R instruction, light post, receptacle)  
비상등 상태 (작동상태, 승정장소, 구명벌 게시, light post, receptacle)",,,,,,,4,,,,,,
,10.16,"Is the restricted area controlled in accordance with the ship security plan? (warning notice, seal, locking condition, etc)  
선박 보안 계획에 따른 제한 구역 관리 (warning notice, seal, 잠금 상태 등)",,,,,,,4,,,,,,
,10.17,"Is the deck machinery greased properly?  
갑판 기기 그리싱",,,,,,,4,,,,,,
,10.18,"Is there any oil leakage trace on the passageway? (nonslip condition, any obstacle objects) 
통행로 상 유류 누출 흔적 유무 (미끄럼 방지 상태 유지 여부, 통행에 방해되는 장애물 존재 여부)",,,,,,,4,,,,,,
,10.19,"Is the paint store displayed in tidy condition and arrangement properly? (ex-plosion-proof light, ventilator, MSDS, insulation, PPE)  
페인트 창고 정리정돈 및 관리 상태 (방폭등, 통풍장치, MSDS, insulation, PPE)",,,,,,,6,,,,,,
,10.20,"Is fixed extinguishing equipment in the paint store inspected regularly?(Operating test)  
페인트 창고 살수 장치의 정기적인 점검 (작동 테스트)",,,,,,,9,,,,,,
,10.21,"Condition of deck scupper plug. 
갑판 배수구 마개 상태",,,,,,,4,,,,,,
,10.22,"Condition of souding pipe & cap
갑판상 사운딩 파이프 및 캡 상태",,,,,,,9,,,,,,
,11 F'cle Deck,,,,,,,,,,,,,,
,11.1,"Are mooring lines in good condition and secured properly? (Check mooring line condition : cut/wear/abrasion, Rat guard, etc)  
계류삭 상태 및 정박 상태 (계류삭 상태 점검 : 절단·마모·마찰 손상 여부, 쥐막이 설치 여부)",,,,,,,8,,,,,,
,11.2,"Condition of Windlass (check brake lining, gear box and cover, bed plate, foundation bolt & nuts, supporting bolt, gear grease, clutch pin, bracket, control stand box, chain pipe, etc)  
윈드라스 상태 점검 (브레이크라이닝, 기어박스 및 커버, bedplate, 파운데이션 볼트&너트, 써포팅 볼트, 기어 그리스, 클러치 핀, 브라켓, 컨트롤스탠드, chain pipe 등)",,,,,,,9,,,,,,
,11.3,"Condition of  Mooring Winch (check brake lining, gear box and cover, sight glass, bedplate, foundation bolt & nuts, supporting bolt, gear grease, clutch pin, bracket, control stand box, etc) )  
윈치 상태 (브레이크라이닝, 기어박스 및 커버, bed plate, 파운데이션 볼트&너트, 써포팅 볼트, 기어 그리스, 클러치 핀, 브라켓, 컨트롤스탠드 등)",,,,,,,9,,,,,,
,11.4,"Is the deck machinery greased properly?  
갑판 기기 그리싱 상태",,,,,,,4,,,,,,
,11.5,"Are the fair leader, roller, bollard in good condition?  
페어리더, 롤러, 볼라드 상태",,,,,,,6,,,,,,
,11.6,"Are air pipe vent & heads in a good condition? (check floating ball/disc, rubber packing, coaming corrosion/hole)  
Air pipe vent 및 Head 상태 (floating ball/disc, rubbuer packing, coaming 부식 및 파공 점검)",,,,,,,6,,,,,,
,11.7,"Are ventilators in a good condition? (check closing device moving/corrosion, coaming corrosion, vent pipe, vent cover hole)  
통풍설비 상태 (closing device 고착/부식, 코밍 부식, vent pipe, cover 파공)",,,,,,,6,,,,,,
,11.8,"Are hydraulic lines free of leakage and in a good condition?(hyd line, L.O box oil coaming)  
유압 라인 누유 여부(유압라인, 오일코밍)",,,,,,,6,,,,,,
,11.9,"Are small hatches in good condition? (weathertight, closing device, corrosion/hole, packing)  
스몰해치 상태 (풍우밀, closing device 고착, 부식/파공, 패킹 상태)",,,,,,,9,,,,,,
,11.10,"Is relevant equipment for fire fighting in good condition?  (Fire box, fire hose/hydrant leakage, nozzle, etc.)  
소화 설비 상태 (소화박스, 소화호스/소화전 누수, 노즐 등)",,,,,,,9,,,,,,
,11.11,"Is relevant equipment for lifesaving in good condition? (Life ring, Self-igniting light)  
구명 설비 상태 (구명부환, 자기점화등)",,,,,,,4,,,,,,
,11.12,"Are working lights operable? (check light condition)  
작업등 상태",,,,,,,4,,,,,,
,11.13,"Are navigational lights in good condition? (required angle, damage)  
항해등 상태(규정각도, 파손)",,,,,,,4,,,,,,
,11.14,"Is the restricted area controlled in accordance with the ship security plan? (warning notice, seal, locking condition, etc)  
선박 보안 계획에 따른 제한 구역 관리 (warning notice, seal, 잠금 상태 등)",,,,,,,4,,,,,,
,11.15,"Are safety symbols and marking clear and legible? (IMO symbol, Safety placard, S.W.L, etc)  
안전 심볼 및 각종 마킹 상태(IMO심볼, 안전표지, S.W.L 등)",,,,,,,4,,,,,,
,11.16,"Condition of foremast, rigging wire (wire, eye, etc.) 
선수 마스트 상태, 리깅 와이어(와이어, 아이, 등)",,,,,,,6,,,,,,
,12 BSN Store and Bow Room,,,,,,,,,,,,,,
,12.1,"Is the BSN store displayed in tidy condition and arrangement properly?   
선수 창고 정리정돈 및 관리 상태",,,,,,,4,,,,,,
,12.2,"Check any corrosion, damage, leakage. 
부식, 손상, 누수 여부 확인",,,,,,,4,,,,,,
,12.3,"Are the anchor pipe and chain locker in good condition? (corrosion/hole, manhole open)  
앵커파이프, 체인라커(부식파공, 맨홀 개방)",,,,,,,4,,,,,,
,12.4,"Is the dewatering(bilge) system in operable condition? (V/V condition, sensor, pipe, eductor)  
빌지 처리장치 상태(밸브 고착, 센서, pipe, eductor)",,,,,,,3,,,,,,
,12.5,"Is relevant equipment for lifesaving in good condition? (life jacket, immersion suit, L/R launching light, Embarkation ladder, Life ring, Self-igniting light, etc)  
구명 설비 상태 (구명조끼, 방수복, 구명벌 진수용 Light, 승정용 사다리, 구명부환, 자기점화등 등)",,,,,,,9,,,,,,
,12.6,"Are guages and indicators in good condition?(gauge, source lamp, etc)  
게이지, 지시계기 상태(게이지, 전원램프 등)",,,,,,,4,,,,,,
,12.7,"Are emergency lights in operational condition?  
비상등 상태",,,,,,,4,,,,,,
,12.8,"Is the Water/weather-tight door in good condition? (check packing, deform, corrosion, damage, etc)  
풍우밀문/수밀문 상태 (패킹 상태, 변형 여부, 부식, 파손 등)",,,,,,,9,,,,,,
,12.9,"Is the manhole in good condition? (corrosion, missing bolts, marking, etc)
맨홀 상태 (부식, 볼트 미채결, 마킹 등)",,,,,,,6,,,,,,
,12.10,"Is the restricted area controlled in accordance with the ship security plan? (warning notice, seal, locking condition, etc)  
선박 보안 계획에 따른 제한 구역 관리 (warning notice, seal, 잠금 상태 등)",,,,,,,4,,,,,,
,12.11,"Management of Emergency Towing Booklet. 
비상예인 절차서 관리",,,,,,,2,,,,,,
,12.12,"Are safety symbols and marking clear and legible?  
안전 심볼 및 각종 마킹 상태",,,,,,,4,,,,,,
,12.13,"Is there any defect on lifting devices(chain block, lever puller, lifting tools),  wire sling & rope sling? (Twist, Kink. Deformation, Dia. reduction)  
리프팅 장비 상태 (리프팅공구, 체인블록, 레버풀러), 슬링 와이어, 밴드 상태 (뒤틀림, 꼬임, 변형, 직경감소)",,,,,,,2,,,,,,
,13 Cargo Space,,,,,,,,,,,,,,
,13.1,"Are cargo hold and outfittings free of excessive corrosion? (check cell guide, conner plate, pipeline)  
화물창 및 각종 화물창 설비 과도한 부식 여부 점검(cell guide, conner plate, pipe line 등",,,,,,,8,,,,,,
,13.2,"Is relevant equipment for fire fighting in good condition? (fire hose, hose connection with cargo hold, CO2 outlet, etc)  
소화 설비 상태 (소화호스, 화물창 연결 호스, CO2 outlet 등)",,,,,,,6,,,,,,
,13.3,"Is the hold ventilation arrangement in operational condition? (check fan, duct, H/C louver vent, etc)  
화물창 통풍 설비 작동 상태 (팬, 덕트, H/C louver vent 등)",,,,,,,9,,,,,,
,13.4,"Are the lashing platforms, gangboard in a good condition?  
라싱 플랫폼 및 갱보드 상태",,,,,,,12,,,,,,
,13.5,"Is the container lashing equipment(twist lock, base lock, turn buckle, lashing bar, loose gear, etc.) apparently operational and in a good condition?  
화물 고박 장치 상태(트위스트락, 베이스락, 턴버클, 라싱바, loose gear 등)",,,,,,,9,,,,,,
,13.6,"Are container foundations(socket), lashing eyes free of excessive corrosion and deform?  
고정식 화물 고박장치 과도한 부식 및 변형 점검 (소켓, 라싱아이)",,,,,,,12,,,,,,
,13.7,"Are the hatch covers in good condition and have no excessive corrosion?(flexible or stool pad, deform, corrosion, check weather tight, packing, cleat, etc)  
해치커버 상태 및 과도한 부식 여부 점검 (flexible or stool pad, 변형, 부식, 풍우밀, 패킹, 클리트 등)",,,,,,,12,,,,,,
,13.8,"Is the lashing performed properly and in accordance with the CSM?(Use correct lashing gear in right position, lashing pattern, etc)  
CSM에 따른 라싱 이행 여부(정확한 화물고박장치 사용, 라싱 방식 등)",,,,,,,6,,,,,,
,13.9,"Are the lashing gear storage bin and flat rack in good condition? 
Loose gear 보관함 및 기어박스 상태",,,,,,,4,,,,,,
,13.10,"Are small hatches in good condition? (weathertight, closing device, corrosion/hole, packing)  
스몰해치 상태 (풍우밀, closing device 고착, 부식/파공, 패킹 상태)",,,,,,,9,,,,,,
,13.11,"Is the restricted area controlled in accordance with the ship security plan? (warning notice, seal, locking condition, etc)  
선박 보안 계획에 따른 제한 구역 관리 (warning notice, seal, 잠금 상태 등)",,,,,,,4,,,,,,
,13.12,"Are cross deck lights operable? (check light condition)  
크로스 데크 작업등 상태 (작업등 상태 점검)",,,,,,,6,,,,,,
,13.13,"Are there any defects on access hatch/gratings? (Hinge, hook, etc)  
그레이팅, 출입용 해치 상태(힌지, 후크 등)",,,,,,,9,,,,,,
,13.14,"Condition of vertical ladder, stairway
계단, 수직사다리 상태",,,,,,,4,,,,,,
,13.15,"Condition of handrail, safety guard rail, stanchion  
핸드레일, 가드레일 상태",,,,,,,9,,,,,,
,13.16,"Are safety symbols and marking clear and legible?  
안전 심볼 및 각종 마킹 상태",,,,,,,4,,,,,,
,13.17,"Is the dewatering(bilge) system in operable condition? (hold bilge sensor, bilge well, eductor, V/V, etc)  
홀드 빌지 처리장치 상태 (화물창 빌지 센서, 빌지웰, eductor, 밸브 등)",,,,,,,3,,,,,,
,13.18,"Condition of Reefer receptacle. 
리퍼 리셉터클 상태",,,,,,,4,,,,,,
,14 Poop Deck,,,,,,,,,,,,,,
,14.1,"Are mooring lines in good condition and secured properly? (Check mooring line condition : cut/wear/abrasion, Rat guard, etc)  
계류삭 상태 및 정박 상태 (계류삭 상태 점검 : 절단·마모·마찰 손상 여부, 쥐막이 설치 여부)",,,,,,,8,,,,,,
,14.2,"Condition of  Mooring Winch (check brake lining, gear box and cover, sight glass, bedplate, foundation bolt & nuts, supporting bolt, gear grease, clutch pin, bracket, control stand box, etc) )  
윈치 상태 (브레이크라이닝, 기어박스 및 커버, bed plate, 파운데이션 볼트&너트, 써포팅 볼트, 기어 그리스, 클러치 핀, 브라켓, 컨트롤스탠드 등)",,,,,,,9,,,,,,
,14.3,"Is the deck machinery greased properly?  
갑판 기기 그리싱 상태",,,,,,,4,,,,,,
,14.4,"Are the fair leader, roller, bollard in good condition?  
페어리더, 롤러, 볼라드 상태",,,,,,,4,,,,,,
,14.5,"Are air pipe vent & heads in a good condition? (check floating ball/disc, rubber packing, coaming corrosion/hole)  
Air pipe vent 및 Head 상태 (floating ball/disc, rubbuer packing, coaming 부식 및 파공 점검)",,,,,,,6,,,,,,
,14.6,"Are ventilators in a good condition? (check closing device moving/corrosion, coaming corrosion, vent pipe, vent cover hole)  
통풍설비 상태 (closing device 고착/부식, 코밍 부식, vent pipe, cover 파공)",,,,,,,9,,,,,,
,14.7,"Are hydraulic lines free of leakage and in a good condition?(hyd line, L.O box oil coaming)  
유압 라인 누유 여부(유압라인, 오일코밍)",,,,,,,6,,,,,,
,14.8,"Are small hatches in good condition? (weathertight, closing device, corrosion/hole, packing)  
스몰해치 상태 (풍우밀, closing device 고착, 부식/파공, 패킹상태)",,,,,,,9,,,,,,
,14.9,"Is relevant equipment for lifesaving in good condition? (Life ring, Self-igniting light)  
구명 설비 상태 (구명부환, 자기점화등)",,,,,,,4,,,,,,
,14.10,"Is relevant equipment for fire fighting in good condition? 
(fire hose/hydrant leakage, fire line)  
소화 설비 상태 (소화호스/소화전 누수, fire line 등)",,,,,,,4,,,,,,
,14.11,"Are working lights operable? (check light condition)  
작업등 상태",,,,,,,4,,,,,,
,14.12,"Are navigational lights in good condition? (required angle, damage)  
항해등 상태(규정각도, 파손)",,,,,,,4,,,,,,
,14.13,"Condition of flag post, flag and etc. 
깃발 지주대, 국기 등 상태 확인",,,,,,,2,,,,,,
,14.14,"Is the restricted area controlled in accordance with the ship security plan? (warning notice, seal, locking condition, etc)  
선박 보안 계획에 따른 제한 구역 관리 (warning notice, seal, 잠금 상태 등)",,,,,,,4,,,,,,
,14.15,"Are safety symbols and marking clear and legible?(Propeller waning, etc)  
안전 심볼 및 각종 마킹 상태(Propeller waning 등)",,,,,,,4,,,,,,
,"15 S/G RM, Workshop, Store",,,,,,,,,,,,,,
,15.1,"Is the emergency steering system in an apparent operational condition? (check whether operating automatically in case of restoring after the power supply is stopped, visual/audible alarm in case of low level)  
비상 조타 시스템 정상 작동 상태 (전원 차단 후 전원 복구 시 자동으로 작동하는지 여부, low level 시 시각/청각 경보 작동 여부 점검)",,,,,,,8,,,,,,
,15.2,"Does the ship's crew familiar with emergency steering?  
승조원의 비상조타 친숙화",,,,,,,8,,,,,,
,15.3,"Condition of telephone in S/G room.(telephone, booth, head set, light)
타기실 전화기 상태 (전화기, 부스, 헤드셋, light) ",,,,,,,9,,,,,,
,15.4,"Are objects in the S/G room properly arranged and tidied up? 
타기실 정리정돈 상태",,,,,,,6,,,,,,
,15.5,"Is relevant equipment for fire fighting in good condition? (Fire hose reel, fire hose/hydrant leakage, nozzle, spanner, etc)  
소화 설비 상태 (호스릴, 소화호스/소화전 누수, 노즐, 스패너 등)",,,,,,,4,,,,,,
,15.6,"Is there any obstructed object to use of LSA & FFE?  
구명 소화 설비 사용에 장애물 존재 유무",,,,,,,4,,,,,,
,15.7,"Are the commercial dangerous goods managed according to the procedure? (MSDS, PPE, handling equipment)  
상용위험물 관리 (MSDS, PPE, 취급장비)",,,,,,,4,,,,,,
,15.8,"Is the fire door with the self-closing device in good condition? (check working condition, deform, no holding back)  
방화문 상태(작동 상태, 외관 상태, Holding back 장치 제거)",,,,,,,12,,,,,,
,15.9,"Check for Oil leakage of S/G and cleanliness condition 
타기 누유 여부 점검 및 소제 상태 확인",,,,,,,9,,,,,,
,15.10,"Is the Water/weather-tight door in good condition? (check packing, deform, corrosion, damage, etc)  
풍우밀문/수밀문 상태 (패킹 상태, 변형 여부, 부식, 파손 등)",,,,,,,9,,,,,,
,15.11,"Are the working tools in good condition? (pneumatic & electric working tools, electric welding cable, gas welder, grinding machine, plasma cutter, protector condition)  
작업공구 상태 (에어 및 전기공구, 용접선, 용접기, 글라인더, 플라즈마 절단기, 방호구 상태)",,,,,,,4,,,,,,
,15.12,"Is there any defect on lifting devices(chain block, lever puller, lifting tools),  wire sling & rope sling? (Twist, Kink. Deformation, Dia. reduction)  
리프팅 장비 상태 (리프팅공구, 체인블록, 레버풀러), 슬링 와이어, 밴드 상태 (뒤틀림, 꼬임, 변형, 직경감소)",,,,,,,6,,,,,,
,15.13,"Are the vessel's Garbage management procedures followed properly? (use a non-flammable garbage can,condition of garbage storage, segregation status, keep cover, posting of placards, etc)  
폐기물 관리 절차 이행 여부 (불연성 쓰레기통 사용 여부, 쓰레기 보관 상태, 분리수거 상태, 쓰레기통 커버, 플래카드 부착 여부 등) ",,,,,,,6,,,,,,
,15.14,"Management of spare parts.(arrangement, heavy item, securing, etc.) 
자재 관리 상태 (정리, 법정 예비품, 기부속 등)",,,,,,,8,,,,,,
,15.15,"Are emergency lights in operational condition?  
비상등 상태",,,,,,,4,,,,,,
,"16 Document(Engine, ECR)",,,,,,,,,,,,,,
,16.1,"Are officers familiar with KINS program? (Input data on PMS/Repair/Stock/Tally, NC/CA report) 
KINS 사용 친숙화 (PMS/수리/재고/결과 관리, NC/CA 결과 입력)",,,,,,,9,,,,,,
,16.2,"Are bunkering procedures available and in use? (check the record of bunkering plan and result, BDN, engine log book)  
연료류 절차서가 사용가능하며 실제로 이행이 되고 있는가? (연료유 수급 계획 및 결과, BDN, 기관 로그북 기재사항 확인)",,,,,,,12,,,,,,
,16.3,"Is the bunker change-over procedure/guidance followed? (crew's familiarity for fuel oil change over) 
연료유 전환 절차/지침 준수 (연료유 전환에 대한 친숙화 상태 확인)",,,,,,,6,,,,,,
,16.4,"Is the Nox record filled in up to date? (NOx technical file, engine parameters, validity of EIAPP) 
질소산화물 배출 관련 기록 (NOx technical file, 엔진파라메타 기록, EIAPP증서)",,,,,,,12,,,,,,
,16.5,"Check record keeping of EGCS. (SECP, ETM, OMM, EGCS record book) EGCS 관련 기록 관리 (SECP, ETM, OMM, EGCS 기록 확인)",,,,,,,9,,,,,,
,16.6,"Is the engine log book filled in properly and completely? (Working language, sewage discharge log, machine running hours, fuel flow meter, safety device test, fuel oil change over, etc) 
기관일지 작성 상태 (Working language, 오수 배출 기록, 기기 운전 시간, 연료 유량계 기록, safety device test, 연료유 전환 기록 등)",,,,,,,6,,,,,,
,16.7,"Is the Ozone-depleting substances record filled in up to date? 
오존층 파괴물질 기록부",,,,,,,2,,,,,,
,16.8,"Is the Oil record book filled in properly and completely? (Accurate entries, incinerated residue, bilge quantity, L.O supply, Appointment of marine pollution prevention manager) 
기름 기록부 작성상태 (기재사항의 정확성, 소각 잔재물 기록, 빌지량, L.O 수급, 해양오염방지인 임명장 등)",,,,,,,12,,,,,,
,16.9,"Management of SOPEP(list of national operational contact, pollution prevention material table, appointment of C/E, company emergency contact list, etc.)  
SOPEP 관리 (연안국 연락처, 방제자재표, 기관장 임명장, 비상연락망 등)",,,,,,,4,,,,,,
,16.10,"Is the SEEMP present and properly documented?(EEOI, EPL seal record, CoC)  
SEEMP 관리 상태 (EEOI, EPL seal record, CoC) ",,,,,,,6,,,,,,
,16.11,"Are watch keeping schedule, Muster list and appointment posted in ECR
근무 계획표, 비상배치표 및 임명장 ECR 내 게시 상태",,,,,,,4,,,,,,
,16.12,"Work safety procedure as per company policy (work permit, Risk Assessment, inspection/maintenance plan, TBM, MSTR & C/E's confirmation, etc) 
작업 안전 절차 이행 여부 (작업허가, 위험성 평가, 점검/정비 계획, TBM, 선장/기관장 확인 등)",,,,,,,9,,,,,,
,16.13,"Are the works by subcontractors followed procedure?  
외부업체 작업 절차 준수 여부",,,,,,,12,,,,,,
,16.14,"Is the safety and health management log properly recorded?
안전보건 관리 일지 기재 상태",,,,,,,2,,,,,,
,16.15,"Is the engine control room tidy, clean condition? 
ECR 정리정돈 상태",,,,,,,4,,,,,,
,16.16,"Are emergency lights in operational condition?  
비상등 상태",,,,,,,4,,,,,,
,16.17,"Does the ship's crew familiar with to use of a gas detector? (familiarization, calibration)  
가스 농도 측정기 사용법 친숙화",,,,,,,6,,,,,,
,16.18,"Are the maintained equipments calibration? (Megger tester, Gas detector and etc) 
장비 검교정 이행 상태 (Megger tester, 가스 농도 측정기 등)",,,,,,,9,,,,,,
,16.19,"Check condition of display unit, pilot/source lamp, gauge in ECR. 
ECR내 디스플레이 판넬, 유닛 램프, 게이지 등 작동 상태 확인",,,,,,,4,,,,,,
,16.20,"Is the non-conductive mat installed proper location?  
절연매트 설치 상태",,,,,,,2,,,,,,
,16.21,"Are alarms in good operating condition? (F.O leakage alarm, bilge well level alarm, etc)  
각종 알람 작동 상태 (F.O 누유 알람, 빌지웰 레벨 알람 등)",,,,,,,4,,,,,,
,17 Engine Room(General),,,,,,,,,,,,,,
,17.1,"Does the ship's crew familiar with engine room machinery? (operation, maintenance, any relevant record)  
기관실 기기 친숙화(담당기기 작동, 정비 및 관련 기록)",,,,,,,9,,,,,,
,17.2,"Are the vessel's Garbage management procedures followed properly? (use a non-flammable garbage can, condition of garbage storage, segregation status, keep cover, posting of placards)  
폐기물 관리 절차 이행 여부 (불연성 쓰레기통 사용 여부, 쓰레기 보관 상태, 분리수거 상태, 쓰레기통 커버, 플래카드 부착 여부 등) ",,,,,,,6,,,,,,
,17.3,"Is relevant equipment for lifesaving in good condition? (life jacket, immersion suit, EEBD)  
기관실 구명 설비 상태 (구명조끼, 방수복, EEBD)",,,,,,,6,,,,,,
,17.4,"Is relevant equipment for fire fighting in good condition? (fire hose reel, fire hose/hydrant leakage, nozzle, spanner, fire extinguisher, ISO V/V, etc)  
소화 설비 상태 (소화호스릴, 소화호스/소화전 누수, 노즐, 스패너, 소화기, ISO V/V 등)",,,,,,,9,,,,,,
,17.5,"Is the fixed spray system in good operating condition? (Water mist system, motor & valve operation, self inspection record, familiarization, confirm no blind sector(obstruction))  
고정식 국부 소화장치 상태 (Water mist system, 모터 및 밸브 작동상태, 자체 점검기록, 친숙화, 사각지대 및 장애물 유무 등)",,,,,,,12,,,,,,
,17.6,"Is the fire detector in operational condition? (Detector test, Audible/visible alarm)  
화재 감지기 작동상태 (Detector 테스트, 가시가청 경보)",,,,,,,8,,,,,,
,17.7,"Check Signal light column. 
Signal light column 작동 상태 점검",,,,,,,9,,,,,,
,17.8,"Is there any obstructed object to use of FFE & LSA ?  
소화 구명 설비 사용상에 장애물 여부",,,,,,,4,,,,,,
,17.9,"Are guages and indicators in good condition?  
게이지, 지시계기 상태",,,,,,,8,,,,,,
,17.10,"Is the fire door with the self-closing device in good condition? (check working condition, deform, no holding back)  
방화문 상태(작동 상태, 외관 상태, Holding back 장치 제거)",,,,,,,8,,,,,,
,17.11,"Is insulation of DC24, AC220, 440V in the normal range?  
DC 24V, AC 220V 및 440V 절연저항 상태",,,,,,,12,,,,,,
,17.12,"Is personal protective equipment being used?  
작업자 PPE 착용 준수 유무",,,,,,,8,,,,,,
,17.13,"Is there any oil leakage trace or obstacle objects on the passageway? 
통행로 상 유류 누출 흔적 유무 (미끄럼 방지 상태 유지 여부, 통행에 방해되는 장애물 존재 여부)",,,,,,,4,,,,,,
,17.14,"Are safety symbols and marking clear and legible?  
안전 심볼 및 각종 마킹 상태",,,,,,,4,,,,,,
,17.15,"Is there any oil leakage in engine room and all necessary action has been done?  
기관실 기름 누유부 및 근본적인 조치 상태",,,,,,,16,,,,,,
,17.16,"Condition of engine room hatch and skylight hatch. (corrosion, nuts, etc) 
엔진룸 스카이라이트 해치 상태",,,,,,,6,,,,,,
,17.17,"Arrangement of Aircon. room. 
에어컨룸 정리정돈",,,,,,,4,,,,,,
,17.18,"Condition of guage and indicator in Aircon room 
에어컨룸 게이지, 지시계기 상태",,,,,,,4,,,,,,
,17.19,"Arrangement of Sopep store.(oil spill response items)
방제자재창고 정리정돈(오염방제 자재 확인)",,,,,,,4,,,,,,
,17.20,"Arrangement of 2nd passage(void space). 
2nd Passage 정리정돈",,,,,,,4,,,,,,
,17.21,"Are emergency lights in operational condition?  
비상등 상태",,,,,,,4,,,,,,
,17.22,"Is the water-tight door of 2nd passage in good condition? (check packing, deform)  
2nd passage 수밀문 상태 (패킹, 변형 점검)",,,,,,,6,,,,,,
,17.23,"Check condition and management of MGPS, ICCP relating biofouling. 
MGPS, ICCP등 방오 관련 설비 관리 상태",,,,,,,4,,,,,,
,17.24,"Check condition of pressure switch, transmitter and etc. 
압력 스위치, 전송기 등 상태 점검",,,,,,,4,,,,,,
,17.25,"Check condition of weather-tight door(packing, deform)  
풍우밀문 상태 (패킹, 변형)",,,,,,,4,,,,,,
,17.26,"Check condition of safety equipment (cover, protector, etc.)
안전보호설비 상태 점검 (커버, 프로텍터 등) ",,,,,,,6,,,,,,
,17.27,"Is the engine room funnel damper and ventilator able to fully close?  (Ventilator/Funnel damper's closing condition, Manufacturer's gap standard(ref. about 3~4mm on the basis of new production), leakage of control air line, excessive corrosion)  
기관실 펀넬 댐퍼 및 환기구 완전 폐쇄 가능여부 (환기구, 댐퍼 폐쇄 상태, 제조자 간극 기준(신품기준 통상 3~4mm), 컨트롤에어라인 누설여부, 과도한 부식)",,,,,,,12,,,,,,
,18 Engine Room(M/E),,,,,,,,,,,,,,
,18.1,"Arrangement of Engine room near M/E.(oil trace, leakage, etc) 
M/E 주위 정리정돈 상태(기름 흔적, 누유 등)",,,,,,,6,,,,,,
